variable_name,label,pair_id,A_region,B_region,A_motivation,B_motivation,A_education,B_education,A_employer,B_employer,A_gender,B_gender,A_age,B_age,A_occupation,B_occupation,A_language,B_language,A_politics,B_politics,A_appearance,B_appearance
CJ246,R1M1Ed2Em2G2A2O3L1P4Ap1 / R1M1Ed1Em2G2A2O3L1P2Ap2,246,"Африка (Нигерия, ЮАР, Кения)","Африка (Нигерия, ЮАР, Кения)",Бегство от вооружённого конфликта,Бегство от вооружённого конфликта,Среднее (школа),Высшее (университет),Небольшая частная компания,Небольшая частная компания,Мужчина,Мужчина,22,22,Строитель,Строитель,Говорит плохо,Говорит плохо,Страна присоединилась к санкциям против России,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит традиционную национальную одежду
CJ247,R7M2Ed2Em1G1A5O3L2P4Ap2 / R4M4Ed2Em2G1A1O3L2P2Ap2,247,"Южный Кавказ (Армения, Азербайджан, Грузия)","Западная Европа (Германия, Франция, Италия)",Бегство от политических преследований,Поиск работы,Среднее (школа),Среднее (школа),Государственная организация,Небольшая частная компания,Женщина,Женщина,46,21,Строитель,Строитель,Говорит свободно,Говорит свободно,Страна присоединилась к санкциям против России,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ248,R7M4Ed3Em2G1A9O3L1P4Ap2 / R7M1Ed1Em1G1A8O2L1P4Ap1,248,"Южный Кавказ (Армения, Азербайджан, Грузия)","Южный Кавказ (Армения, Азербайджан, Грузия)",Поиск работы,Бегство от вооружённого конфликта,Среднее специальное (колледж),Высшее (университет),Небольшая частная компания,Государственная организация,Женщина,Женщина,63,62,Строитель,Программист,Говорит плохо,Говорит плохо,Страна присоединилась к санкциям против России,Страна присоединилась к санкциям против России,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит обычную повседневную одежду
CJ249,R7M3Ed2Em2G2A5O4L2P4Ap1 / R4M4Ed1Em2G2A8O1L1P4Ap1,249,"Южный Кавказ (Армения, Азербайджан, Грузия)","Западная Европа (Германия, Франция, Италия)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Поиск работы,Среднее (школа),Высшее (университет),Небольшая частная компания,Небольшая частная компания,Мужчина,Мужчина,46,62,Сфера услуг (общепит),Врач,Говорит свободно,Говорит плохо,Страна присоединилась к санкциям против России,Страна присоединилась к санкциям против России,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ250,R3M2Ed1Em2G1A3O3L1P1Ap1 / R4M2Ed1Em2G1A3O4L2P1Ap1,250,"Восточная Европа (Беларусь, Молдова, Украина)","Западная Европа (Германия, Франция, Италия)",Бегство от политических преследований,Бегство от политических преследований,Высшее (университет),Высшее (университет),Небольшая частная компания,Небольшая частная компания,Женщина,Женщина,23,23,Строитель,Сфера услуг (общепит),Говорит плохо,Говорит свободно,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ251,R3M4Ed1Em2G1A8O2L1P4Ap2 / R6M4Ed1Em2G1A9O4L1P2Ap2,251,"Восточная Европа (Беларусь, Молдова, Украина)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)",Поиск работы,Поиск работы,Высшее (университет),Высшее (университет),Небольшая частная компания,Небольшая частная компания,Женщина,Женщина,62,63,Программист,Сфера услуг (общепит),Говорит плохо,Говорит плохо,Страна присоединилась к санкциям против России,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ252,R2M2Ed1Em2G1A5O2L1P2Ap1 / R6M1Ed1Em1G1A9O4L2P2Ap1,252,"Восточная Азия (Китай, Южная Корея, Монголия)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)",Бегство от политических преследований,Бегство от вооружённого конфликта,Высшее (университет),Высшее (университет),Небольшая частная компания,Государственная организация,Женщина,Женщина,46,63,Программист,Сфера услуг (общепит),Говорит плохо,Говорит свободно,Страна обычно голосует вместе с США в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ253,R1M4Ed1Em1G2A1O4L1P4Ap2 / R1M4Ed1Em1G1A9O4L2P4Ap1,253,"Африка (Нигерия, ЮАР, Кения)","Африка (Нигерия, ЮАР, Кения)",Поиск работы,Поиск работы,Высшее (университет),Высшее (университет),Государственная организация,Государственная организация,Мужчина,Женщина,21,63,Сфера услуг (общепит),Сфера услуг (общепит),Говорит плохо,Говорит свободно,Страна присоединилась к санкциям против России,Страна присоединилась к санкциям против России,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит обычную повседневную одежду
CJ254,R2M3Ed3Em2G1A7O4L1P2Ap2 / R6M2Ed3Em1G2A1O4L1P2Ap2,254,"Восточная Азия (Китай, Южная Корея, Монголия)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Бегство от политических преследований,Среднее специальное (колледж),Среднее специальное (колледж),Небольшая частная компания,Государственная организация,Женщина,Мужчина,61,21,Сфера услуг (общепит),Сфера услуг (общепит),Говорит плохо,Говорит плохо,Страна обычно голосует вместе с США в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ255,R5M2Ed3Em1G1A2O4L2P1Ap1 / R1M2Ed3Em2G1A2O4L2P2Ap1,255,"Средняя Азия (Узбекистан, Таджикистан, Кыргызстан)","Африка (Нигерия, ЮАР, Кения)",Бегство от политических преследований,Бегство от политических преследований,Среднее специальное (колледж),Среднее специальное (колледж),Государственная организация,Небольшая частная компания,Женщина,Женщина,22,22,Сфера услуг (общепит),Сфера услуг (общепит),Говорит свободно,Говорит свободно,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ256,R5M3Ed1Em1G1A5O3L1P1Ap1 / R7M3Ed1Em1G1A9O3L2P2Ap1,256,"Средняя Азия (Узбекистан, Таджикистан, Кыргызстан)","Южный Кавказ (Армения, Азербайджан, Грузия)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Высшее (университет),Высшее (университет),Государственная организация,Государственная организация,Женщина,Женщина,46,63,Строитель,Строитель,Говорит плохо,Говорит свободно,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ257,R2M1Ed2Em2G2A6O4L2P3Ap1 / R7M1Ed2Em2G2A9O2L2P3Ap1,257,"Восточная Азия (Китай, Южная Корея, Монголия)","Южный Кавказ (Армения, Азербайджан, Грузия)",Бегство от вооружённого конфликта,Бегство от вооружённого конфликта,Среднее (школа),Среднее (школа),Небольшая частная компания,Небольшая частная компания,Мужчина,Мужчина,47,63,Сфера услуг (общепит),Программист,Говорит свободно,Говорит свободно,Страна помогает России обходить санкции (параллельный экспорт),Страна помогает России обходить санкции (параллельный экспорт),В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ258,R5M1Ed2Em2G2A7O2L2P2Ap1 / R6M3Ed3Em2G2A1O2L2P2Ap1,258,"Средняя Азия (Узбекистан, Таджикистан, Кыргызстан)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)",Бегство от вооружённого конфликта,"Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Среднее (школа),Среднее специальное (колледж),Небольшая частная компания,Небольшая частная компания,Мужчина,Мужчина,61,21,Программист,Программист,Говорит свободно,Говорит свободно,Страна обычно голосует вместе с США в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ259,R3M1Ed1Em2G2A2O3L2P4Ap2 / R6M1Ed3Em2G2A8O2L2P4Ap2,259,"Восточная Европа (Беларусь, Молдова, Украина)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)",Бегство от вооружённого конфликта,Бегство от вооружённого конфликта,Высшее (университет),Среднее специальное (колледж),Небольшая частная компания,Небольшая частная компания,Мужчина,Мужчина,22,62,Строитель,Программист,Говорит свободно,Говорит свободно,Страна присоединилась к санкциям против России,Страна присоединилась к санкциям против России,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ260,R4M3Ed1Em1G1A7O1L1P1Ap1 / R4M3Ed1Em2G1A2O4L1P2Ap2,260,"Западная Европа (Германия, Франция, Италия)","Западная Европа (Германия, Франция, Италия)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Высшее (университет),Высшее (университет),Государственная организация,Небольшая частная компания,Женщина,Женщина,61,22,Врач,Сфера услуг (общепит),Говорит плохо,Говорит плохо,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит традиционную национальную одежду
CJ261,R2M1Ed3Em2G2A2O3L2P4Ap1 / R7M4Ed3Em2G2A2O3L2P2Ap1,261,"Восточная Азия (Китай, Южная Корея, Монголия)","Южный Кавказ (Армения, Азербайджан, Грузия)",Бегство от вооружённого конфликта,Поиск работы,Среднее специальное (колледж),Среднее специальное (колледж),Небольшая частная компания,Небольшая частная компания,Мужчина,Мужчина,22,22,Строитель,Строитель,Говорит свободно,Говорит свободно,Страна присоединилась к санкциям против России,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ262,R2M4Ed1Em2G1A3O4L2P2Ap2 / R5M2Ed2Em2G1A3O4L2P1Ap2,262,"Восточная Азия (Китай, Южная Корея, Монголия)","Средняя Азия (Узбекистан, Таджикистан, Кыргызстан)",Поиск работы,Бегство от политических преследований,Высшее (университет),Среднее (школа),Небольшая частная компания,Небольшая частная компания,Женщина,Женщина,23,23,Сфера услуг (общепит),Сфера услуг (общепит),Говорит свободно,Говорит свободно,Страна обычно голосует вместе с США в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ263,R3M3Ed1Em1G2A4O3L2P1Ap2 / R3M1Ed3Em2G1A4O2L2P2Ap2,263,"Восточная Европа (Беларусь, Молдова, Украина)","Восточная Европа (Беларусь, Молдова, Украина)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Бегство от вооружённого конфликта,Высшее (университет),Среднее специальное (колледж),Государственная организация,Небольшая частная компания,Мужчина,Женщина,45,45,Строитель,Программист,Говорит свободно,Говорит свободно,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ264,R7M3Ed2Em1G1A2O3L2P4Ap1 / R4M3Ed2Em2G1A5O3L2P4Ap1,264,"Южный Кавказ (Армения, Азербайджан, Грузия)","Западная Европа (Германия, Франция, Италия)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Среднее (школа),Среднее (школа),Государственная организация,Небольшая частная компания,Женщина,Женщина,22,46,Строитель,Строитель,Говорит свободно,Говорит свободно,Страна присоединилась к санкциям против России,Страна присоединилась к санкциям против России,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ265,R1M4Ed1Em1G1A8O4L2P1Ap1 / R6M2Ed1Em2G1A6O2L2P1Ap1,265,"Африка (Нигерия, ЮАР, Кения)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)",Поиск работы,Бегство от политических преследований,Высшее (университет),Высшее (университет),Государственная организация,Небольшая частная компания,Женщина,Женщина,62,47,Сфера услуг (общепит),Программист,Говорит свободно,Говорит свободно,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ266,R2M2Ed2Em1G1A1O3L1P3Ap1 / R2M2Ed2Em1G1A9O4L2P2Ap1,266,"Восточная Азия (Китай, Южная Корея, Монголия)","Восточная Азия (Китай, Южная Корея, Монголия)",Бегство от политических преследований,Бегство от политических преследований,Среднее (школа),Среднее (школа),Государственная организация,Государственная организация,Женщина,Женщина,21,63,Строитель,Сфера услуг (общепит),Говорит плохо,Говорит свободно,Страна помогает России обходить санкции (параллельный экспорт),Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ267,R3M4Ed1Em1G2A8O4L2P1Ap2 / R6M1Ed1Em1G2A8O1L2P1Ap2,267,"Восточная Европа (Беларусь, Молдова, Украина)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)",Поиск работы,Бегство от вооружённого конфликта,Высшее (университет),Высшее (университет),Государственная организация,Государственная организация,Мужчина,Мужчина,62,62,Сфера услуг (общепит),Врач,Говорит свободно,Говорит свободно,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ268,R6M2Ed2Em1G1A2O3L1P1Ap1 / R6M2Ed2Em2G1A9O4L1P2Ap2,268,"Юго-Восточная Европа (Венгрия, Сербия, Болгария)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)",Бегство от политических преследований,Бегство от политических преследований,Среднее (школа),Среднее (школа),Государственная организация,Небольшая частная компания,Женщина,Женщина,22,63,Строитель,Сфера услуг (общепит),Говорит плохо,Говорит плохо,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит традиционную национальную одежду
CJ269,R5M4Ed3Em1G2A9O4L2P2Ap1 / R1M3Ed2Em2G1A1O3L1P2Ap1,269,"Средняя Азия (Узбекистан, Таджикистан, Кыргызстан)","Африка (Нигерия, ЮАР, Кения)",Поиск работы,"Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Среднее специальное (колледж),Среднее (школа),Государственная организация,Небольшая частная компания,Мужчина,Женщина,63,21,Сфера услуг (общепит),Строитель,Говорит свободно,Говорит плохо,Страна обычно голосует вместе с США в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ270,R5M1Ed2Em2G1A5O2L1P1Ap2 / R3M3Ed1Em1G2A2O2L1P1Ap2,270,"Средняя Азия (Узбекистан, Таджикистан, Кыргызстан)","Восточная Европа (Беларусь, Молдова, Украина)",Бегство от вооружённого конфликта,"Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Среднее (школа),Высшее (университет),Небольшая частная компания,Государственная организация,Женщина,Мужчина,46,22,Программист,Программист,Говорит плохо,Говорит плохо,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ271,R2M4Ed2Em2G2A5O2L2P1Ap2 / R1M4Ed2Em1G2A1O2L1P2Ap1,271,"Восточная Азия (Китай, Южная Корея, Монголия)","Африка (Нигерия, ЮАР, Кения)",Поиск работы,Поиск работы,Среднее (школа),Среднее (школа),Небольшая частная компания,Государственная организация,Мужчина,Мужчина,46,21,Программист,Программист,Говорит свободно,Говорит плохо,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит обычную повседневную одежду
CJ272,R1M3Ed2Em1G1A3O3L1P4Ap1 / R1M1Ed2Em1G1A9O4L2P2Ap1,272,"Африка (Нигерия, ЮАР, Кения)","Африка (Нигерия, ЮАР, Кения)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Бегство от вооружённого конфликта,Среднее (школа),Среднее (школа),Государственная организация,Государственная организация,Женщина,Женщина,23,63,Строитель,Сфера услуг (общепит),Говорит плохо,Говорит свободно,Страна присоединилась к санкциям против России,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ273,R1M4Ed1Em2G1A2O4L1P1Ap1 / R7M2Ed1Em2G1A4O1L2P1Ap1,273,"Африка (Нигерия, ЮАР, Кения)","Южный Кавказ (Армения, Азербайджан, Грузия)",Поиск работы,Бегство от политических преследований,Высшее (университет),Высшее (университет),Небольшая частная компания,Небольшая частная компания,Женщина,Женщина,22,45,Сфера услуг (общепит),Врач,Говорит плохо,Говорит свободно,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ274,R7M3Ed2Em1G1A1O2L1P2Ap2 / R7M3Ed3Em1G1A8O3L1P1Ap1,274,"Южный Кавказ (Армения, Азербайджан, Грузия)","Южный Кавказ (Армения, Азербайджан, Грузия)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Среднее (школа),Среднее специальное (колледж),Государственная организация,Государственная организация,Женщина,Женщина,21,62,Программист,Строитель,Говорит плохо,Говорит плохо,Страна обычно голосует вместе с США в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит обычную повседневную одежду
CJ275,R2M3Ed2Em1G1A9O4L1P3Ap2 / R2M2Ed2Em1G1A3O4L1P3Ap2,275,"Восточная Азия (Китай, Южная Корея, Монголия)","Восточная Азия (Китай, Южная Корея, Монголия)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Бегство от политических преследований,Среднее (школа),Среднее (школа),Государственная организация,Государственная организация,Женщина,Женщина,63,23,Сфера услуг (общепит),Сфера услуг (общепит),Говорит плохо,Говорит плохо,Страна помогает России обходить санкции (параллельный экспорт),Страна помогает России обходить санкции (параллельный экспорт),В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ276,R7M3Ed3Em2G2A5O2L1P4Ap2 / R3M2Ed1Em1G2A2O4L1P4Ap2,276,"Южный Кавказ (Армения, Азербайджан, Грузия)","Восточная Европа (Беларусь, Молдова, Украина)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Бегство от политических преследований,Среднее специальное (колледж),Высшее (университет),Небольшая частная компания,Государственная организация,Мужчина,Мужчина,46,22,Программист,Сфера услуг (общепит),Говорит плохо,Говорит плохо,Страна присоединилась к санкциям против России,Страна присоединилась к санкциям против России,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ277,R6M3Ed1Em1G2A2O3L1P4Ap1 / R4M2Ed3Em1G2A8O3L2P4Ap1,277,"Юго-Восточная Европа (Венгрия, Сербия, Болгария)","Западная Европа (Германия, Франция, Италия)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Бегство от политических преследований,Высшее (университет),Среднее специальное (колледж),Государственная организация,Государственная организация,Мужчина,Мужчина,22,62,Строитель,Строитель,Говорит плохо,Говорит свободно,Страна присоединилась к санкциям против России,Страна присоединилась к санкциям против России,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ278,R1M3Ed3Em1G1A1O4L1P4Ap1 / R1M2Ed3Em1G2A2O3L1P2Ap1,278,"Африка (Нигерия, ЮАР, Кения)","Африка (Нигерия, ЮАР, Кения)","Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Бегство от политических преследований,Среднее специальное (колледж),Среднее специальное (колледж),Государственная организация,Государственная организация,Женщина,Мужчина,21,22,Сфера услуг (общепит),Строитель,Говорит плохо,Говорит плохо,Страна присоединилась к санкциям против России,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ279,R6M2Ed3Em1G1A9O4L2P4Ap1 / R4M2Ed3Em1G1A3O2L2P1Ap1,279,"Юго-Восточная Европа (Венгрия, Сербия, Болгария)","Западная Европа (Германия, Франция, Италия)",Бегство от политических преследований,Бегство от политических преследований,Среднее специальное (колледж),Среднее специальное (колледж),Государственная организация,Государственная организация,Женщина,Женщина,63,23,Сфера услуг (общепит),Программист,Говорит свободно,Говорит свободно,Страна присоединилась к санкциям против России,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ280,R2M2Ed2Em1G1A6O2L1P3Ap1 / R1M3Ed2Em1G1A5O4L1P1Ap1,280,"Восточная Азия (Китай, Южная Корея, Монголия)","Африка (Нигерия, ЮАР, Кения)",Бегство от политических преследований,"Воссоединение с супругом(ой), ранее приехавшим(ей) в Россию",Среднее (школа),Среднее (школа),Государственная организация,Государственная организация,Женщина,Женщина,47,46,Программист,Сфера услуг (общепит),Говорит плохо,Говорит плохо,Страна помогает России обходить санкции (параллельный экспорт),Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ281,R5M1Ed2Em2G1A3O2L2P1Ap2 / R4M2Ed3Em2G1A8O2L1P1Ap2,281,"Средняя Азия (Узбекистан, Таджикистан, Кыргызстан)","Западная Европа (Германия, Франция, Италия)",Бегство от вооружённого конфликта,Бегство от политических преследований,Среднее (школа),Среднее специальное (колледж),Небольшая частная компания,Небольшая частная компания,Женщина,Женщина,23,62,Программист,Программист,Говорит свободно,Говорит плохо,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ282,R5M2Ed2Em2G1A5O4L2P2Ap1 / R1M4Ed2Em1G2A3O4L1P2Ap1,282,"Средняя Азия (Узбекистан, Таджикистан, Кыргызстан)","Африка (Нигерия, ЮАР, Кения)",Бегство от политических преследований,Поиск работы,Среднее (школа),Среднее (школа),Небольшая частная компания,Государственная организация,Женщина,Мужчина,46,23,Сфера услуг (общепит),Сфера услуг (общепит),Говорит свободно,Говорит плохо,Страна обычно голосует вместе с США в Генассамблее ООН,Страна обычно голосует вместе с США в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит обычную повседневную одежду
CJ283,R7M1Ed1Em2G2A8O2L2P4Ap2 / R7M2Ed1Em1G2A1O2L2P3Ap2,283,"Южный Кавказ (Армения, Азербайджан, Грузия)","Южный Кавказ (Армения, Азербайджан, Грузия)",Бегство от вооружённого конфликта,Бегство от политических преследований,Высшее (университет),Высшее (университет),Небольшая частная компания,Государственная организация,Мужчина,Мужчина,62,21,Программист,Программист,Говорит свободно,Говорит свободно,Страна присоединилась к санкциям против России,Страна помогает России обходить санкции (параллельный экспорт),В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит традиционную национальную одежду
CJ284,R6M2Ed2Em2G1A6O2L2P1Ap1 / R4M2Ed3Em2G2A6O3L1P1Ap2,284,"Юго-Восточная Европа (Венгрия, Сербия, Болгария)","Западная Европа (Германия, Франция, Италия)",Бегство от политических преследований,Бегство от политических преследований,Среднее (школа),Среднее специальное (колледж),Небольшая частная компания,Небольшая частная компания,Женщина,Мужчина,47,47,Программист,Строитель,Говорит свободно,Говорит плохо,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит обычную повседневную одежду,В повседневной жизни носит традиционную национальную одежду
CJ285,R7M2Ed1Em1G2A2O3L1P1Ap2 / R4M4Ed1Em2G2A5O3L1P1Ap1,285,"Южный Кавказ (Армения, Азербайджан, Грузия)","Западная Европа (Германия, Франция, Италия)",Бегство от политических преследований,Поиск работы,Высшее (университет),Высшее (университет),Государственная организация,Небольшая частная компания,Мужчина,Мужчина,22,46,Строитель,Строитель,Говорит плохо,Говорит плохо,Страна обычно голосует вместе с Россией в Генассамблее ООН,Страна обычно голосует вместе с Россией в Генассамблее ООН,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит обычную повседневную одежду
CJ286,R6M4Ed3Em1G1A6O2L2P4Ap2 / R6M1Ed1Em1G2A6O2L1P4Ap1,286,"Юго-Восточная Европа (Венгрия, Сербия, Болгария)","Юго-Восточная Европа (Венгрия, Сербия, Болгария)",Поиск работы,Бегство от вооружённого конфликта,Среднее специальное (колледж),Высшее (университет),Государственная организация,Государственная организация,Женщина,Мужчина,47,47,Программист,Программист,Говорит свободно,Говорит плохо,Страна присоединилась к санкциям против России,Страна присоединилась к санкциям против России,В повседневной жизни носит традиционную национальную одежду,В повседневной жизни носит обычную повседневную одежду
